clause_id,source_doc,domain,raw_text,clean_text,word_count,token_count,pattern_label,risk_label,risk_score,modal_score,consequence_score,conditional_score,has_negation,obligation_count,penalty_flag
C00957,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING,legal,"For any Due Period and any Note, the amount of interest and/or principal indicated in such Note as required to be paid by the Company under such Note for the Due Period and giving effect to any rescheduling or reduction of payments in any insolvency or similar proceeding and any portion thereof",period note interest principal indicate note required pay company note period give effect rescheduling reduction payment insolvency similar proceeding portion thereof,52,21,spacy_sentence,Medium,0.25,0.8,0.0,0.0,0,1,0
C00958,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE,legal,"""Accelerated Vesting Date"" means the effective date of the Settlement Agreements signed by you (or your authorised representatives or estate if the termination is due to your death)",accelerate vest date mean effective date settlement agreement sign authorised representative estate termination death,28,14,definition_clause,Critical,0.875,0.0,1.0,0.0,0,0,1
C00959,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,"1.5 ""Representative"" means, with respect to a Party, an officer, director, employee, agent or permitted subcontractor of such Party",representative mean respect party officer director employee agent permit subcontractor party,19,11,paragraph,Low,0.0112,0.0,0.0,0.0,0,0,0
C00960,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,"The following provisions will remain in effect following expiration or termination of this Agreement and the Parties will continue to be bound thereby: Sections 2.4 (last three sentences), 2.7, 2.8 (last sentence only), 3.2, 3.3, 3.4, 3.5, 4.5, 4.6, 5, 6, 8 and 9",follow provision will remain effect follow expiration termination agreement party will continue bind section sentence sentence only,44,17,spacy_sentence,Critical,0.875,0.8,1.0,0.0,0,2,1
C00961,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATI",legal,"For the avoidance of doubt, Collaboration Workflows shall not include [***]",avoidance doubt collaboration workflow shall not include,11,7,spacy_sentence,Critical,0.8875,0.9,0.0,0.85,1,1,0
C00962,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-A,legal,"- MICOA may pay future payments advanced pursuant to this letter on a monthly basis, unless doing so would be impractical, in which case another periodic form of&bbsp;payment will be arranged. Amounts owed for past time periods will be paid as follows: one-third by March 25, 1999; one-third by May 1, 1999; and one-third by June 1",micoa may pay future payment advance pursuant letter monthly basis unless impractical case periodic form bbsp payment will arrange amount owe past time period will pay follow march 25 1999 may 1999 june,57,33,numbered_clause,Medium,0.325,0.8,0.0,0.5,0,2,0
C00963,ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY_AGRE,legal,"The Company shall use its best efforts to ensure that the Foundation submits, within the time frames required by applicable law, a request to the Internal Revenue Service to be recognized as a tax-exempt organization under Section 501(c)(3) of the Internal Revenue Code, as amended",company shall use good effort ensure foundation submit time frame required applicable law request internal revenue service recognize tax exempt organization section 501 internal revenue code amend,45,27,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,2,0
C00964,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_1194335,legal,I: University and/or Principal Investigator will provide access to the Program Data to ArTara and the CRO at the University's facilities,university principal investigator will provide access program datum artara cro university facility,21,12,spacy_sentence,Low,0.03,0.8,0.0,0.0,0,1,0
C00965,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT_AGREE,legal,"B.""PRODUCT"" shall mean all golf clubs including, but not limited to, metal woods, drivers, fairway woods, irons, iron- woods, utility clubs, wedges, and putters, bags, and headwear",product shall mean golf club include not limit metal wood driver fairway wood iron iron wood utility club wedge putter bag headwear,27,22,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,1,0
C00966,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_1194335,legal,ArTara understands that separate engagement agreements may be required by collaborating third party entities and associated principal investigators and University will assist ArTara in obtaining such agreements,artara understand separate engagement agreement may required collaborate party entity associate principal investigator university will assist artara obtain agreement,27,19,spacy_sentence,Medium,0.3,0.8,0.0,0.0,0,2,0
C00967,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-A,legal,"Amendment. This agreement may be amended only in writing by mutual agreement of the Agency and MICOA, except that MICOA's name herein shall be deemed changed automatically for purposes of this agreement without written amendment upon approval of any such change by MICOA's domiciliary regulator",amendment agreement may amend only writing mutual agreement agency micoa except micoa shall deem change automatically purpose agreement without write amendment approval change micoa domiciliary regulator,45,26,numbered_clause,High,0.6094,0.9,0.0,0.0,0,1,0
C00968,student_conduct_code,academic,Section 3 Appeals Process Students may appeal disciplinary decisions within 14 working days of notification. Appeals must be submitted in writing with supporting documentation. The Appeals Committee's decision is final and binding. No further internal appeal is available,section appeal process student may appeal disciplinary decision 14 work day notification appeal must submit writing support documentation appeal committee decision final bind no internal appeal available,38,27,paragraph,High,0.575,0.9,0.7,0.0,0,1,1
C00969,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER_SUPP",legal,"Supplier that creates an immediate public food safety risk, PNC may terminate this Agreement immediately without regard to any period for correction",supplier create immediate public food safety risk pnc may terminate agreement immediately without regard period correction,22,16,paragraph,Critical,0.975,0.3,0.0,0.0,0,0,0
C00970,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_1194335,legal,The goal of Phase III will be filing of a BLA based on Project Documentation and response to Regulatory Authorities,goal phase iii will file bla base project documentation response regulatory authority,20,12,spacy_sentence,Low,0.03,0.8,0.0,0.0,0,1,0
C00971,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY_AGR,legal,"(bb) The Company, the MHC and the Bank have not relied upon the Agent or its legal counsel or other advisors for any legal, tax or accounting advice in connection with the Offering",bb company mhc bank not rely agent legal counsel advisor legal tax accounting advice connection offering,33,16,paragraph,Medium,0.45,0.0,0.0,0.0,0,0,0
C00972,stanford_honor_code,academic,"If asked what constitutes a violation of the Honor Code, most students might say ""copying,"" ""cheating"" or ""plagiarism.""",ask constitute violation honor code student copy cheating plagiarism,18,9,spacy_sentence,High,0.55,0.0,0.0,1.0,0,0,0
C00973,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER_AGR",legal,"Should any tax or levy be made, Detto agrees to pay such tax or levy and indemnify PivX against any claim for such amount",should tax levy detto agree pay tax levy indemnify pivx claim,24,11,spacy_sentence,Critical,0.75,0.6,0.0,0.0,0,0,0
C00974,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING,legal,Access to NPI must be restricted to only the personnel that have a business need relating to the Renewable Note Program,access npi must restrict only personnel business need relate renewable note program,21,12,spacy_sentence,High,0.66,0.9,0.0,0.0,0,1,0
C00975,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER_AGR",legal,"Confidential Information shall include, but not be limited to, software, documentation, formulas, methods, know how, processes, designs, new products, developmental work, marketing requirements, marketing plans, customer names, prospective customer names, the terms and pricing under the Agreement, and any information clearly identified in writing at the time of disclosure as confidential",confidential information shall include not limit software documentation formula method know process design new product developmental work marketing requirement marketing plan customer name prospective customer name term pricing agreement information clearly identify write time disclosure confidential,51,36,spacy_sentence,Medium,0.325,0.9,0.0,0.0,0,1,0
C00976,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"Other supplies and equipment necessary for operation of the Center may be purchased from third Party suppliers who meet AIRSOPURE's standards and specifications and have been approved in writing by AIRSOPURE in accordance with the procedures set forth in AIRSOPURE's Operating Manual, which may be amended from time to time by AIRSOPURE at its sole discretion",supply equipment necessary operation center may purchase party supplier meet airsopure standard specification approve writing airsopure accordance procedure set forth airsopure operate manual may amend time time airsopure sole discretion,56,30,spacy_sentence,Medium,0.25,0.3,0.0,0.0,0,0,0
C00977,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT shall, at all times during the Term, maintain an inventory of raw materials and components sufficient to manufacture the binding obligations",establishment shall time term maintain inventory raw material component sufficient manufacture bind obligation,22,13,paragraph,Medium,0.45,0.9,0.45,0.0,0,1,0
C00978,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.3,legal,"Term of this Agreement. This Agreement shall be valid for five (5) years from February 1, 2019 through January 31, 2024 unless this Agreement is terminated earlier pursuant to Section 14 (the ""Term""). For the purpose of clarity, the second year of this Agreement starts February 1, 2020, and the third year of this Agreement starts February 1, 2021 the fourth year of this Agreement starts February 1, 2022, and the fifth and final year of this Agreement starts February 1",term agreement agreement shall valid year february 2019 january 31 2024 unless agreement terminate early pursuant section 14 term purpose clarity second year agreement start february 2020 year agreement start february 2021 fourth year agreement start february 2022 fifth final year agreement start february,81,44,numbered_clause,Critical,0.85,0.9,0.0,0.5,0,1,0
C00979,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FR,legal,"reasonable accounting and attorneys' fees). The foregoing remedies shall be in addition to any other remedies AIRSOPURE may have, including without limitation, the remedies for default",reasonable accounting attorney fee forego remedy shall addition remedy airsopure may include without limitation remedy default,26,16,paragraph,High,0.65,0.9,0.0,0.0,0,1,0
C00980,stanford_honor_code,academic,"To that end, the university is providing the institutional mandate and resources (including access to all data deemed necessary) for a multi-year Academic Integrity Working Group ( AIWG ) to fully investigate this matter beginning in Fall 2023",end university provide institutional mandate resource include access datum deem necessary multi year academic integrity working group aiwg fully investigate matter begin fall 2023,38,24,spacy_sentence,Low,0.0225,0.0,0.0,0.0,0,0,0
C00981,ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY_AGRE,legal,"(oo) Subsequent to the date the Registration Statement is declared effective by the Commission and prior to the Closing Date, except as otherwise may be indicated or contemplated in the Registration Statement, neither the Company nor the Bank has or will have issued any securities or incurred any liability or obligation, direct or contingent, for borrowed money, except borrowings from the same or similar sources indicated in the Prospectus in the ordinary course of its business",oo subsequent date registration statement declare effective commission prior closing date except may indicate contemplate registration statement company bank will issue security incur liability obligation direct contingent borrow money except borrowing similar source indicate prospectus ordinary course business,76,38,spacy_sentence,Critical,0.7625,0.8,0.45,0.0,0,1,0
C00982,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.3,legal,"Before any Party (the ""Complaining Party"") may bring any legal proceeding against the other (the ""Non Complaining Party""), the Complaining Party shall first make a reasonable and good faith attempt to resolve all disputes privately by notifying and providing to the Non Complaining Party of the Complaining Party's complaints, reasons and supporting evidence for the complaints, and the reasonable steps Complaining Party would like the Non Complaining Party to take in order to address the complaints",party complain party may bring legal proceeding non complain party complain party shall reasonable good faith attempt resolve dispute privately notify provide non complain party complain party complaint reason support evidence complaint reasonable step complain party like non complain party order address complaint,76,43,spacy_sentence,Low,0.027,0.9,0.0,0.0,0,1,0
C00983,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE,legal,"If your employment is terminated on account of your death or by the Company without Cause (being for any reason not covered by paragraph 11.3), or you terminate your employment for Good Reason (as provided in paragraph 11.4), in either case outside of the Change in Control Period, then the Company shall pay you the Accrued Benefits",employment terminate account death company without cause reason not cover paragraph 11 terminate employment good reason provide paragraph 11 case outside change control period company shall pay accrue benefit,57,29,spacy_sentence,Critical,0.875,0.9,0.0,0.0,0,1,0
C00984,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_1194335,legal,"(b) The Program is being and has been conducted in accordance with all applicable medical privacy laws or regulations, including without limitation, by obtaining any required subject informed consent to allow ArTara and ArTara's authorized representatives, FDA and other Regulatory Authorities access to and use of enrolled subjects' medical information as may be necessary for ArTara to receive and use Program Data under this Agreement",program conduct accordance applicable medical privacy law regulation include without limitation obtain required subject inform consent allow artara artara authorize representative fda regulatory authority access use enrol subject medical information may necessary artara receive use program datum agreement,65,38,spacy_sentence,Medium,0.3,0.8,0.0,0.0,0,1,0
C00985,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER_SUPP",legal,"In the event of such a termination, Supplier shall continue performance of any nonterminated portion of the Purchase Order, or any nonterminated Purchase Orders, and the quantity of Ingredient ordered and so terminated shall be deducted against any relevant Master Purchase Commitment",event termination supplier shall continue performance nonterminate portion purchase order nonterminate purchase order quantity ingredient order terminate shall deduct relevant master purchase commitment,42,23,spacy_sentence,Critical,0.9375,0.9,1.0,0.85,0,2,1
C00986,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATI,legal,"During the term of this Agreement, except in the performance of its obligations or exercise of its rights under this Agreement, neither OntoChem nor any of its Affiliates will discover, research, develop, manufacture or commercialize any compound or product directed to any Target, either independently or for or in collaboration with a third party (including the grant of a license to any third party), or have any of the foregoing activities performed on behalf of OntoChem or any of its Affiliates by a third party",term agreement except performance obligation exercise right agreement ontochem affiliate will discover research develop manufacture commercialize compound product direct target independently collaboration party include grant license party foregoing activity perform behalf ontochem affiliate party,85,34,spacy_sentence,Medium,0.425,0.8,0.45,0.0,0,1,0
C00987,columbia_integrity,academic,And all intellectual work must be evaluated the work of students is evaluated by faculty; the work of faculty is evaluated through peer-review,intellectual work must evaluate work student evaluate faculty work faculty evaluate peer review,23,13,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,1,0
C00988,ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STR,legal,The Parties understand that the compensation being paid to MD Anderson under this Agreement constitutes the fair market value of the services to be provided hereunder,party understand compensation pay md anderson agreement constitute fair market value service provide hereunder,26,14,spacy_sentence,Medium,0.47,0.0,0.0,0.8,0,0,0
C00989,ATHENSBANCSHARESCORP_11_02_2009-EX-1.2-AGENCY_AGRE,legal,"the Company and the Bank, threatened, claims by or on behalf of any Employee Plan, by any employee or beneficiary covered under any such Employee Plan or by any governmental authority, or otherwise involving such Employee Plans or any of their respective fiduciaries (other than for routine claims for benefits)",company bank threaten claim behalf employee plan employee beneficiary cover employee plan governmental authority involve employee plan respective fiduciary routine claim benefit,50,22,spacy_sentence,Medium,0.45,0.0,0.0,0.0,0,0,0
C00990,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY_AGR,legal,"Company, the MHC and the Bank, or which would materially affect their properties and assets",company mhc bank materially affect property asset,15,7,paragraph,Medium,0.45,0.0,0.0,0.0,0,0,0
C00991,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT_AGREE,legal,"Neither party shall have any right to obligate or bind the other party in any manner whatsoever, and nothing herein contained shall give or is intended to give any rights of any kind to any third person",party shall right obligate bind party manner whatsoever contain shall intend right kind person,37,14,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,2,0
C00992,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER_AGR",legal,"Without limiting the generality of the foregoing, Detto shall, at its own expense, make, obtain, and maintain in force at all times during the term of this Agreement, all filings, registrations, licenses, permits and authorizations",without limit generality foregoing detto shall expense obtain maintain force time term agreement filing registration license permit authorization,35,18,spacy_sentence,Medium,0.325,0.9,0.0,0.0,0,1,0
C00993,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER_SUPP",legal,"If correction of the deficiency cannot be affected within [***] of such notice, then Supplier shall promptly notify PNC with its plan to correct the deficiency including an estimated schedule",correction deficiency not affect notice supplier shall promptly notify pnc plan correct deficiency include estimate schedule,30,16,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,1,0
C00994,uk_gdpr_breach_response_policy,privacy,ICO Notification Personal data breaches that are likely to result in a risk to the rights and freedoms of individuals must be reported to the ICO within 72 hours of becoming aware of the breach. Failure to notify within 72 hours without good reasons is a violation subject to ICO reprimand and fines of up to £8.7 million or 2% of global turnover,ico notification personal datum breach likely result risk right freedom individual must report ico 72 hour aware breach failure notify 72 hour without good reason violation subject ico reprimand fine million global turnover,63,33,legal_keyword_clause,Critical,0.9,0.9,0.8,1.0,0,1,1
C00995,AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC_ALLIA,legal,"From time to time, the parties may enter into other shipping arrangements",time time party may enter shipping arrangement,12,7,spacy_sentence,Low,0.0112,0.3,0.0,0.0,0,0,0
C00996,ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-,legal,"(vii) (A) call or seek to call any meeting of stockholders, including by written consent, (B) seek representation, on or nominate any candidate to, the Board, except as set forth herein, (C) seek the removal of any member of the Board, (D) solicit consents from stockholders or otherwise act or seek to act by written consent, (E) conduct a referendum of stockholders, or (F) make a request for any stockholder list or other Company books and records, whether pursuant to Section 220 of the DGCL or otherwise",vii seek meeting stockholder include write consent seek representation nominate candidate board except set forth seek removal member board solicit consent stockholder act seek act write consent conduct referendum stockholder request stockholder list company book record pursuant section 220 dgcl,87,40,spacy_sentence,Medium,0.3125,0.0,0.0,0.0,0,0,0
C00997,ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-,legal,"Severability. If at any time subsequent to the date hereof, any provision of this Agreement shall be held by any court of competent jurisdiction to be illegal, void or unenforceable, such provision shall be of no force and effect, but the illegality or unenforceability of such provision shall have no effect upon the legality or enforceability of any other provision of this Agreement. 6",severability time subsequent date hereof provision agreement shall hold court competent jurisdiction illegal void unenforceable provision shall no force effect illegality unenforceability provision shall no effect legality enforceability provision agreement,64,30,numbered_clause,Critical,0.7875,0.9,0.0,0.0,0,3,0
C00998,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT_AGREE,legal,"A. During the term of this Agreement, ADAMS GOLF shall provide CONSULTANT with sufficient quantities of such MANDATORY PRODUCTS for CONSULTANT'S use as CONSULTANT may reasonably need to fulfill his obligations under this agreement",term agreement adam golf shall provide consultant sufficient quantity mandatory product consultant use consultant may reasonably need fulfill obligation agreement,34,20,spacy_sentence,High,0.54,0.9,0.45,0.0,0,1,0
C00999,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR_AGREEME,legal,"Assignment. Neither this Agreement, nor any of the rights, interests, or obligations under this Agreement may be assigned or delegated, in whole or in part, by operation of law or otherwise, by any party without the prior written consent of the other party, and any such assignment without such prior written consent shall be null and void; provided, however, that this Agreement may be assigned by a Party in connection with a Change in Control of such party, subject to the specific termination and other rights set forth in the Strategic 19",assignment agreement right interest obligation agreement may assign delegate operation law party without prior write consent party assignment without prior write consent shall null void provide agreement may assign party connection change control party subject specific termination right set forth strategic 19,92,42,numbered_clause,Critical,0.875,0.9,1.0,0.0,0,1,1
C01000,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY_AGREEMENT,legal,"The initial purchase price for trade units of the Products shall be set at $[***] per [***] sample tube of the Product, $[***] per [***] trade unit of the Product, $[***] per [***] trade unit of the Product, and $[***] per [***] trade unit of the Product, FCA manufacturing site (the ""Supply Unit Price"")",initial purchase price trade unit product shall set sample tube product trade unit product trade unit product trade unit product fca manufacturing site supply unit price,54,26,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,1,0
C01001,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller_Ag,legal,"The Subscriber acknowledges that any devices and embedded software or firmware (""Products"") furnished by Telnet are exclusively for use with Telnet's Service",subscriber acknowledge device embed software firmware product furnish telnet exclusively use telnet service,22,13,paragraph,Low,0.075,0.0,0.0,0.0,0,0,0
C01002,ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION_AGREEME,legal,"Failure to comply with the terms and conditions of this Agreement after being given notice thereof and, where applicable, a reasonable opportunity to cure the failure (which shall be 10 days in the event of a failure to timely make a payment pursuant hereto; 30 days otherwise). In order to be a sufficient notice hereunder, any such written notice shall specify in detail each item of default, and shall specify in detail the action the defaulting party is required to take in order to cure each item",failure comply term condition agreement give notice thereof applicable reasonable opportunity cure failure shall 10 day event failure timely payment pursuant hereto 30 day order sufficient notice hereunder write notice shall specify detail item default shall specify detail action default party required order cure item,87,45,numbered_clause,High,0.7,0.9,0.4,0.85,0,4,0
C01003,hr_performance_review_policy,hr,Underperformance Persistent underperformance after a PIP without improvement constitutes grounds for dismissal for capability. The standard disciplinary process does not apply to capability dismissals,underperformance persistent underperformance pip without improvement constitute ground dismissal capability standard disciplinary process not apply capability dismissal,24,17,numbered_clause,Critical,0.875,0.0,0.7,0.8,0,0,1
C01004,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX,legal,"only one party has used good faith and reasonable development efforts, only that party may exercise the foregoing right to terminate",only party good faith reasonable development effort only party may exercise foregoing right terminate,21,14,paragraph,Critical,0.8,0.3,0.0,0.0,0,0,0
C01005,AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC_ALLIA,legal,Zanotti shall not acquire any interest in or right to any property warehoused pursuant to this Section 3.2 by virtue of such warehousing and such property shall remain the sole and exclusive property of Aura (or its respective owner) at all times,zanotti shall not acquire interest right property warehouse pursuant section virtue warehousing property shall remain sole exclusive property aura respective owner time,42,22,spacy_sentence,High,0.5588,0.9,0.0,0.85,1,2,0
C01006,"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECT",legal,"This PATENT ASSIGNMENT (the ""Assignment""), dated as of December 31, 2018 (the ""Effective Date""), is by and between Armstrong Flooring, Inc., a Delaware corporation (""Seller"") and AFI Licensing LLC, a Delaware limited liability company (""Licensing"" and together with Seller, ""Assignor"") and Armstrong Hardwood Flooring Company, a Tennessee corporation (the ""Company"" or ""Assignee"") (each of Assignor and Assignee, a ""Party"" and collectively, the ""Parties"")",patent assignment assignment date december 31 2018 effective date armstrong floor inc delaware corporation seller afi licensing llc delaware limit liability company license seller assignor armstrong hardwood floor company tennessee corporation company assignee assignor assignee party collectively party,63,38,spacy_sentence,High,0.6375,0.0,0.85,0.0,0,0,1
C01007,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER_AGR",legal,Detto covenants that it shall not make any representations or warranties with respect to Qwik-Fix Pro or Documentation in excess of those provided by PivX herein,detto covenant shall not representation warranty respect qwik fix pro documentation excess provide pivx,26,14,spacy_sentence,High,0.6625,0.9,0.0,0.85,1,1,0
C01008,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT shall not change its raw material, component or packaging materials without the prior written consent of APOLLO, which consent shall not be unreasonably withheld",establishment shall not change raw material component packaging material without prior write consent apollo consent shall not unreasonably withhold,25,19,spacy_sentence,Critical,0.7625,0.9,0.0,0.85,1,2,0
C01009,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_1194335,legal,"It is anticipated that employees of the University will be first and senior authors on the Publication, but it is understood that final authorship will be determined in accordance with all applicable laws and regulations in publication practice, including Section 6002 of the Affordable Care Act a/k/a Sunshine Act and with ICMJE (International Committee of Medical Journal Editors) guidelines, standard scientific practice and journal guidelines",anticipate employee university will senior author publication understand final authorship will determine accordance applicable law regulation publication practice include section 6002 affordable care act sunshine act icmje international committee medical journal editor guideline standard scientific practice journal guideline,65,38,spacy_sentence,Low,0.03,0.8,0.0,0.0,0,2,0
C01010,AURASYSTEMSINC_06_16_2010-EX-10.25-STRATEGIC_ALLIA,legal,"In the event any claim is made by any party relating to any conflict, omission or ambiguity in this Agreement, no presumption or burden of proof or persuasion shall be implied by virtue of the fact that this Agreement was prepared by or at the request of a particular party or that party's counsel",event claim party relate conflict omission ambiguity agreement no presumption burden proof persuasion shall imply virtue fact agreement prepare request particular party party counsel,54,24,spacy_sentence,Medium,0.475,0.9,0.0,0.0,0,1,0
C01011,BIOCEPTINC_08_19_2013-EX-10-COLLABORATION_AGREEMEN,legal,"(iv) Life Technologies shall keep Biocept reasonably informed of its planned marketing activities with respect to the Tests to allow Biocept to forecast its needs for reagents, equipment, laboratory space, personnel, computing, and testing reporting capabilities, including at each Joint Steering Committee meeting as indicated in Section 4, and will discuss and consider in good faith Biocept's suggestions for marketing the Tests",iv life technology shall biocept reasonably informed plan marketing activity respect test allow biocept forecast need reagent equipment laboratory space personnel computing testing reporting capability include joint steering committee meeting indicate section will discuss consider good faith biocept suggestion market test,62,41,spacy_sentence,Medium,0.325,0.9,0.0,0.0,0,2,0
C01012,oxford_plagiarism,academic,"It is your responsibility to ensure that you are entirely clear about the extent of collaboration permitted, and which parts of the work must be your own",responsibility ensure entirely clear extent collaboration permit part work must,27,10,spacy_sentence,Low,0.0338,0.9,0.0,0.0,0,1,0
C01013,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_119671,legal,"For the avoidance of doubt, any specific references to any Applicable Law or any portion thereof, shall be deemed to include all then- current amendments thereto or any replacement or successor law, statute, standard, ordinance, code, rule, regulation, resolution, order, writ, judgment, injunction, decree, stipulation, ruling, or determination thereto",avoidance doubt specific reference applicable law portion thereof shall deem include current amendment thereto replacement successor law statute standard ordinance code rule regulation resolution order writ judgment injunction decree stipulation ruling determination thereto,49,33,spacy_sentence,Critical,0.875,0.9,1.0,0.0,0,1,1
C01014,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maint,legal,"""Storage Location"" means Company's facilities where the Stock is located as defined in Exhibit 8 (""Lease of the Stock"")",storage location mean company facility stock locate define exhibit lease stock,19,11,definition_clause,Medium,0.425,0.0,0.85,0.0,0,0,1
C01015,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE,legal,You are expected to observe this rule very strictly since failure to do so will entitle the Company to stop payment in respect of each day you fail to notify the Company,expect observe rule strictly failure will entitle company stop payment respect day fail notify company,32,15,spacy_sentence,High,0.67,0.8,0.0,1.0,0,1,0
C01016,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE,legal,"10.3 By placing you on Garden Leave, the Company will not be in breach of this Agreement or any implied duty of any kind whatsoever nor will you have any claim against the Company in respect of any such action",10 place garden leave company will not breach agreement imply duty kind whatsoever will claim company respect action,40,18,paragraph,Critical,0.85,0.8,0.8,1.0,0,2,1
C01017,"Array_BioPharma_Inc._-_LICENSE,_DEVELOPMENT_AND_CO",legal,"1.10 ""Companion Diagnostic"" means an in vitro diagnostic medical device as defined in the European directive 98/79/EC; for the avoidance of doubt the term Companion Diagnostic includes companion diagnostics for a pharmaceutical product as defined in FDA's ""Draft Guidance for Industry and Food and Drug Administration Staff -",10 companion diagnostic mean vitro diagnostic medical device define european directive 98 79 ec avoidance doubt term companion diagnostic include companion diagnostic pharmaceutical product define fda draft guidance industry food drug administration staff,48,33,spacy_sentence,High,0.675,0.0,0.85,0.0,0,0,1
C01018,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.3,legal,This Agreement does not confer any rights or remedies on any third party,agreement not confer right remedy party,13,6,spacy_sentence,Medium,0.325,0.0,0.0,0.0,0,0,0
C01019,ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STR,legal,"Any deviation from the Protocol must be agreed by Adaptimmune in advance unless necessary to eliminate an apparent immediate hazard to the safety, rights or welfare of any Study patient or unless required by the IRB",deviation protocol must agree adaptimmune advance unless necessary eliminate apparent immediate hazard safety right welfare study patient unless required irb,36,20,spacy_sentence,High,0.585,0.9,0.0,0.5,0,2,0
C01020,hr_communication_policy,hr,"Legal Holds Where litigation is anticipated, employees must preserve all relevant communications and must not delete emails or messages related to the matter. Destruction of potentially relevant communications constitutes spoliation and may result in serious legal consequences",legal hold litigation anticipate employee must preserve relevant communication must not delete email message relate matter destruction potentially relevant communication constitute spoliation may result legal consequence,37,26,numbered_clause,Critical,1.0,0.9,0.0,0.8,1,2,0
C01021,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER_SUPP",legal,7.5.3 Workers' Compensation Coverage plus Occupational Disease Insurance if Occupational Disease coverage is required by the laws of the state where the Facility is located or work is to be performed,worker compensation coverage plus occupational disease insurance occupational disease coverage required law state facility locate work perform,31,17,spacy_sentence,Low,0.03,0.8,0.0,0.0,0,1,0
C01022,acas_conduct,hr,"so do not include any personal details, for example your email address or phone number. If you have questions about your individual circumstances, you can contact the Acas helpline",not include personal detail example email address phone number question individual circumstance contact acas helpline,29,15,paragraph,Low,0.0112,0.3,0.0,0.0,0,0,0
